"Date","Data","Trend","Seasonal12","Remainder"
2012-11-01,2.376034442,8.10259052172995,5.48304953986923,-11.2096056195992
2012-12-01,9.418895001,7.95366013448242,24.7367265548901,-23.2714916883725
2013-01-01,36.53126046,8.01642452371558,25.9262063213957,2.58862961488876
2013-02-01,25.51686199,8.07918891294874,6.58986848609341,10.8478045909579
2013-03-01,21.7041856,8.48444868353992,16.1070662690855,-2.88732935262544
2013-04-01,5.606218608,8.8897084541311,-3.46228276638497,0.178792920253876
2013-05-01,0,8.89446826073974,-11.1675679938184,2.27309973307869
2013-06-01,0,8.89922806734839,-13.7722267234591,4.8729986561107
2013-07-01,0,7.96953521074785,-13.7464042880549,5.77686907730708
2013-08-01,0,7.03984235414731,-14.4688754915037,7.42903313735635
2013-09-01,0,6.13168867475507,-13.6885663390685,7.55687766431345
2013-10-01,1.369911504,5.22353499536282,-8.53699208551453,4.68336859415171
2013-11-01,0.784664841,4.67963622547429,5.48304953986923,-9.37802092434352
2013-12-01,11.48409471,4.13573745558576,24.7367265548901,-17.3883693004758
2014-01-01,19.58603205,3.49984578854116,25.9262063213957,-9.84002005993682
2014-02-01,5.606218608,2.86395412149657,6.58986848609341,-3.84760399958998
2014-03-01,6.453480029,2.24463633812467,16.1070662690855,-11.8982225782102
2014-04-01,13.6552021,1.62531855475277,-3.46228276638497,15.4921663116322
2014-05-01,3.488065056,1.11854759712737,-11.1675679938184,13.5370854526911
